molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id
CHEMBL3818689,COc1ccc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc1OC,IC50,'=',260.0,nM,6.58,CHEMBL3860146
CHEMBL3786937,CN(C)C(=O)N[C@H]1CCc2c(O)cccc2C1,IC50,'=',132.03,nM,6.88,CHEMBL3789779
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',7.53,nM,8.12,CHEMBL3789779
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',116.8,nM,6.93,CHEMBL4197234
CHEMBL3215816,Cc1ccc2ccc(CNCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c(O)c2n1.Cl.Cl,IC50,'=',0.5,nM,9.3,CHEMBL1177574
CHEMBL61715,Nc1c2c(nc3cc([N+](=O)[O-])ccc13)CCCC2,IC50,'=',28.0,nM,7.55,CHEMBL1119333
CHEMBL364545,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(c2)O/C(=C\c2cccc4ccccc24)C3=O)c1,IC50,'=',2.09,nM,8.68,CHEMBL1119333
CHEMBL389192,O=C(CCc1c[nH]c2ccccc12)NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',0.5,nM,9.3,CHEMBL1119333
CHEMBL388551,CN(CCCNC(=O)CCc1c[nH]c2ccccc12)CCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',2.9,nM,8.54,CHEMBL1119333
CHEMBL325109,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1,IC50,'=',890.0,nM,6.05,CHEMBL1119333
CHEMBL1080814,CCCCCCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1cc(Br)cs1,IC50,'=',180.0,nM,6.75,CHEMBL1105045
CHEMBL3642042,CC(=O)NCCc1c[nH]c2ccc(OC(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12,IC50,'=',178.38,nM,6.75,CHEMBL3705962
CHEMBL2237995,Nc1cc(-c2ccccc2Br)nc2nc(-c3ccccc3)cc(C(F)(F)F)c12,IC50,'=',890.0,nM,6.05,CHEMBL3053171
CHEMBL2238003,CC1Cc2nc3nc(-c4ccccc4)cc(C(F)(F)F)c3c(N)c2C1,IC50,'=',9370.0,nM,5.03,CHEMBL3053171
CHEMBL1083063,CC(=O)Nc1cccc2n1cc(-c1cccc(OC(=O)N(C)C)c1)[n+]2C.[Cl-],IC50,'=',2500.0,nM,5.6,CHEMBL1119333
CHEMBL308807,O=C(CCC1CCN(Cc2cccc(F)c2)CC1)c1ccc2c(c1)CCN2,IC50,'=',16.0,nM,7.8,CHEMBL1119333
CHEMBL306179,Cc1cccc(CN2CCC(CCC(=O)c3ccc4c(c3)CCN4)CC2)c1,IC50,'=',50.0,nM,7.3,CHEMBL1119333
CHEMBL132260,Nc1c2c(nc3ccccc13)OCCC2,IC50,'=',266.0,nM,6.58,CHEMBL644109
CHEMBL4799601,COc1cccc2cc[n+](-c3ccc(C(F)(F)F)cc3)cc12.[Br-],IC50,'=',690.0,nM,6.16,CHEMBL4770653
CHEMBL4793631,COc1cccc2cc[n+](-c3ccc(I)cc3)cc12.[Br-],IC50,'=',720.0,nM,6.14,CHEMBL4770653
CHEMBL4793972,COc1cccc2cc[n+](-c3cccc(F)c3)cc12.[Br-],IC50,'=',9130.0,nM,5.04,CHEMBL4770653
CHEMBL155111,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,IC50,'=',80.0,nM,7.1,CHEMBL636834
CHEMBL350032,C=CC(=O)N1C/C(=C\c2ccc(F)cc2)C(=O)/C(=C/c2ccc(F)cc2)C1,IC50,'=',15120.0,nM,4.82,CHEMBL2384302
CHEMBL4788813,O=C(Nc1ccccc1)OCC1CCCN(Cc2ccccc2)C1,IC50,'=',67100.0,nM,4.17,CHEMBL4769582
CHEMBL3220804,C[C@@]12CC[C@@H]3[C@@](CC[C@H]4[C@@]3(C)CCC[C@@]4(C)C(=O)OCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCOC(=O)[C@]3(C)CCC[C@@]4(C)[C@@H]5CC[C@@]6(C)C[C@]5(CC[C@@H]43)CC6=O)(CC1=O)C2.[Br-].[Br-],IC50,'=',2200.0,nM,5.66,CHEMBL3225749
CHEMBL4060011,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3ccccc3)cc1C(C)=O)C2.[Br-],IC50,'=',18.0,nM,7.75,CHEMBL4013232
CHEMBL209924,COc1cc(Br)c(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1OC,IC50,'=',1012.9,nM,5.99,CHEMBL868603
CHEMBL4099873,CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(Cl)ccc2C1=O.[Br-],IC50,'=',262.0,nM,6.58,CHEMBL4013232
CHEMBL4102333,COc1cc2c(cc1OC)C(=O)C(Cc1cc[n+](Cc3cccc(Cl)c3)cc1C(C)=O)C2.[Br-],IC50,'=',3.27,nM,8.48,CHEMBL4013232
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,'=',700.0,nM,6.16,CHEMBL3383711
CHEMBL3335063,COc1cccc(CN(C)CCCOc2ccc3c(c2)oc(=O)c2ccccc23)c1,IC50,'=',20900.0,nM,4.68,CHEMBL3383711
CHEMBL3335018,C[C@@H](c1ccc2c(c1)oc(=O)c1ccccc12)N(C)C.Cl,IC50,'=',7900.0,nM,5.1,CHEMBL3383711
CHEMBL58521,Cc1ccc(N)cc1,IC50,'=',36.31,nM,7.44,CHEMBL648291
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',424.0,nM,6.37,CHEMBL4391164
CHEMBL206106,COc1cc2c(cc1OC)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,IC50,'=',1700.0,nM,5.77,CHEMBL4334128
CHEMBL224981,COc1cc2oc3cc(OCCCCCCCN(C)Cc4ccccc4)ccc3c(=O)c2cc1OC,IC50,'=',2320.0,nM,5.63,CHEMBL915960
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',16.0,nM,7.8,CHEMBL4396592
CHEMBL3338992,CN(C)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,IC50,'=',8950.0,nM,5.05,CHEMBL3390418
CHEMBL3339007,CCCCN(CCCC)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,IC50,'=',76870.0,nM,4.11,CHEMBL3390418
CHEMBL446060,CNC(=O)Oc1ccccc1OC(C)C,IC50,'=',2300.0,nM,5.64,CHEMBL3626446
CHEMBL3623560,CC(C)Cn1cc(C(=O)C(F)F)cn1,IC50,'=',9780.0,nM,5.01,CHEMBL3626446
CHEMBL3623551,CCC(CC)n1cc(C(=O)C(F)(F)F)cn1,IC50,'=',2.27,nM,8.64,CHEMBL3626447
CHEMBL3623550,CCCC(C)n1cc(C(=O)C(F)(F)F)cn1,IC50,'=',8.37,nM,8.08,CHEMBL3626447
CHEMBL3623564,CCCC(C)n1cc(C(=O)CF)cn1,IC50,'=',17600.0,nM,4.75,CHEMBL3626447
CHEMBL3623566,O=C(CF)c1cnn(C2CCCC2)c1,IC50,'=',1310.0,nM,5.88,CHEMBL3626447
CHEMBL3137700,C[Si](C)(C)c1cccc(C(=O)C(F)(F)F)c1,IC50,'=',285.0,nM,6.54,CHEMBL3626446
CHEMBL1788306,C#CCN[C@@H]1CCc2ccc(OC(=O)N(C)CCCC)cc21.Cl,IC50,'=',11600.0,nM,4.94,CHEMBL642875
CHEMBL4068149,COC(=O)c1c[n+](Cc2ccccc2)ccc1CC1Cc2cc(OC)c(OC)cc2C1=O.[Br-],IC50,'=',25.6,nM,7.59,CHEMBL4013232
CHEMBL4074062,CC(=O)c1c[n+](Cc2ccccc2C)ccc1CC1Cc2cc(C)c(C)cc2C1=O.[Br-],IC50,'=',27.7,nM,7.56,CHEMBL4013232
CHEMBL187330,CCC[n+]1ccc(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)cc1,IC50,'=',2570.0,nM,5.59,CHEMBL832763
CHEMBL305670,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN[C@@H]1N2C,IC50,'=',23.0,nM,7.64,CHEMBL644788
CHEMBL3338993,CN(C)CCCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,IC50,'=',13070.0,nM,4.88,CHEMBL3390418
CHEMBL3338996,CCN(CC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,IC50,'=',23210.0,nM,4.63,CHEMBL3390418
CHEMBL3339006,CCCCN(CCCC)CCCCOc1ccc(C(=O)/C=C/c2ccccc2)cc1,IC50,'=',21940.0,nM,4.66,CHEMBL3390418
CHEMBL555300,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)[C@@H](C)c2ccccc2OC)=CC1=O)[C@H](C)c1ccccc1OC,IC50,'=',0.36,nM,9.44,CHEMBL1058842
CHEMBL556581,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)[C@@H](C)c2ccccc2OC)=CC1=O)[C@@H](C)c1ccccc1OC,IC50,'=',4.03,nM,8.39,CHEMBL1058842
CHEMBL3216221,Cl.Cl.Cl.O=C(CCc1ccc2nc(-c3ccccc3)c3c(c2c1)OCCC3)NCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2,IC50,'=',14.4,nM,7.84,CHEMBL1051649
CHEMBL75127,O=C(CCC1CCN(Cc2ccccc2F)CC1)c1ccc2c(c1)NCCCC2,IC50,'=',331.0,nM,6.48,CHEMBL1119333
CHEMBL140737,O=C(c1ccc(F)cc1)N(CCC1CCN(Cc2ccccc2)CC1)c1ccccc1,IC50,'=',18.0,nM,7.75,CHEMBL1119333
CHEMBL3263725,CN(Cc1ccccc1)Cc1ccc(C(=O)NCCc2c[nH]c3ccc(O)cc23)cc1,IC50,'=',4200.0,nM,5.38,CHEMBL3265621
CHEMBL3263724,CN(Cc1ccccc1)Cc1ccc(C(=O)NCCc2c[nH]c3ccccc23)cc1,IC50,'=',1900.0,nM,5.72,CHEMBL3265621
CHEMBL3263737,COc1cccc(CN(C)Cc2ccc(C(=O)NCCc3c[nH]c4ccc(OC)cc34)cc2)c1,IC50,'=',6800.0,nM,5.17,CHEMBL3265621
CHEMBL3407591,C#CCN(C)Cc1ccc(OC(=O)N(C)C)c2ncccc12,IC50,'=',520.0,nM,6.28,CHEMBL3413435
CHEMBL223714,O=C(NCCCCCCCCNc1c2c(nc3cc(Cl)ccc13)CCCC2)c1c[nH]c2ccccc12,IC50,'=',46.0,nM,7.34,CHEMBL1119333
CHEMBL189870,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(N)cc2O)cc1,IC50,'=',2500.0,nM,5.6,CHEMBL1119333
CHEMBL186349,Cc1c(/N=C/c2ccccc2O)cc2c(c1N)C(C)(C)CC2(C)C,IC50,'=',16000.0,nM,4.8,CHEMBL1119333
CHEMBL599254,CCN(CC)CCCOc1ccc2c(c1)C(=O)/C(=C/c1ccc(CN(C)Cc3ccccc3)cc1)C2,IC50,'=',1320.0,nM,5.88,CHEMBL1067130
CHEMBL597406,CN(Cc1ccccc1)Cc1ccc(/C=C2\Cc3ccccc3C2=O)cc1,IC50,'=',11700.0,nM,4.93,CHEMBL1067130
CHEMBL1243388,O=C(Nc1ccccc1Cl)Oc1ccc2c(c1)CCCN2Cc1ccccc1,IC50,'=',3310.0,nM,5.48,CHEMBL1249049
CHEMBL1243111,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(Cc3ccccc3)[C@@H]12,IC50,'=',245.3,nM,6.61,CHEMBL1249049
CHEMBL3215602,Cl.Cl.Oc1c(CNCCCCCCCCCNc2c3c(nc4ccccc24)CCCC3)ccc2cccnc12,IC50,'=',5.5,nM,8.26,CHEMBL1177574
CHEMBL606034,COC(=O)C1=C(C)O[P@@](=O)(OC)CC[C@H]1COCc1ccccc1,IC50,'=',35000.0,nM,4.46,CHEMBL1069537
CHEMBL4078305,O=C(CC[C@H](NC(=O)c1ccccc1)C(=O)O)NCCC1CCN(Cc2ccccc2)CC1,IC50,'=',760.0,nM,6.12,CHEMBL4050051
CHEMBL4080691,CCOC(=O)[C@H](CCC(=O)NCCC1CCN(Cc2ccccc2)CC1)NC(=O)c1ccc2cc(OC)ccc2c1,IC50,'=',890.0,nM,6.05,CHEMBL4050051
CHEMBL242661,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccc(OC)cc2)=CC1=O)Cc1ccc(OC)cc1,IC50,'=',51.1,nM,7.29,CHEMBL895407
CHEMBL243270,CCN(CCNC1=CC(=O)C(NCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,IC50,'=',61.5,nM,7.21,CHEMBL895407
CHEMBL230434,CCN(CCCCCCNc1ccc(NCCCCCCN(CC)Cc2ccccc2OC)cc1)Cc1ccccc1OC,IC50,'=',42.5,nM,7.37,CHEMBL895407
CHEMBL502,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,IC50,'=',12.0,nM,7.92,CHEMBL3579635
CHEMBL3597068,COC(=O)C1=C(Nc2ccccc2)C[C@@H](c2ccc3c(c2)OCO3)N(c2ccccc2)[C@@H]1c1ccc2c(c1)OCO2,IC50,'=',510.5,nM,6.29,CHEMBL3599183
CHEMBL3735606,COP1(=O)OCCC(C(=O)OC(C)(C)C)=C(C)O1,IC50,'=',6100.0,nM,5.21,CHEMBL3738839
CHEMBL3735606,COP1(=O)OCCC(C(=O)OC(C)(C)C)=C(C)O1,IC50,'=',5900.0,nM,5.23,CHEMBL3738838
CHEMBL592433,CO[P@]1(=O)CC[C@H]2COC(=O)C2=C(C)O1,IC50,'=',30000.0,nM,4.52,CHEMBL3738838
CHEMBL3628060,Cc1ccc(C[n+]2ccc(C(=O)NCCc3c[nH]c4ccccc34)cc2)cc1.[Br-],IC50,'=',5700.0,nM,5.24,CHEMBL3631132
CHEMBL3628185,COc1ccc2[nH]cc(CCNC(=O)CCc3cc[n+](Cc4cccc(F)c4)cc3)c2c1.[Br-],IC50,'=',440.0,nM,6.36,CHEMBL3631132
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',424.0,nM,6.37,CHEMBL902667
CHEMBL1678,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,IC50,'=',20.0,nM,7.7,CHEMBL3383297
CHEMBL3233827,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,IC50,'=',1.52,nM,8.82,CHEMBL3238626
CHEMBL115697,Nc1c2c(nc3ccccc13)-c1ccccc1NCC2,IC50,'=',69400.0,nM,4.16,CHEMBL1119333
CHEMBL360186,Cc1nn(S(=O)(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1-c1nsc(Nc2ccccc2)n1,IC50,'=',2600.0,nM,5.58,CHEMBL1119333
CHEMBL1085702,Nc1ccc2c(c1)c(-c1ccccc1)[n+](CCCNCCCNCCCNc1c3c(nc4ccccc14)CCCC3)c1cc(N)ccc21.[Cl-],IC50,'=',1.49,nM,8.83,CHEMBL1119333
CHEMBL101518,CN(CCOCCNC(=S)NC(=O)c1ccc(Cl)cc1)Cc1ccccc1,IC50,'=',30.0,nM,7.52,CHEMBL1119333
CHEMBL118033,COc1ccc2c(c1)CCc1c-2nc2ccccc2c1N,IC50,'=',47000.0,nM,4.33,CHEMBL1119333
CHEMBL54470,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCNC2N3)cc1,IC50,'=',110.0,nM,6.96,CHEMBL4323449
CHEMBL2152545,CCCCCCCNC(=O)Oc1ccc2c(c1)CN1CCc3ccccc3C1N2C,IC50,'=',3801.89,nM,5.42,CHEMBL4323456
CHEMBL4583273,CN1c2ccc(OC(=O)NCCCCCCN3CCCC3)cc2CN2CCc3ccccc3C21,IC50,'=',880.0,nM,6.06,CHEMBL4323457
CHEMBL5071046,CON(C)C(=O)Oc1ccccc1C(=O)NCCc1c[nH]c2ccccc12,IC50,'=',3240.0,nM,5.49,CHEMBL5322183
CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,IC50,'=',5870.0,nM,5.23,CHEMBL3819986
CHEMBL4166003,Cc1cccc(C2NC(=S)Nc3nc4c(c(N)c32)CCCC4)c1,IC50,'=',10100.0,nM,5.0,CHEMBL4156282
CHEMBL4159243,COC(=O)c1ccccc1C[n+]1ccc(CC2Cc3cc(OC)c(OC)cc3C2=O)c(C(=O)Oc2c(Cl)cc(Cl)cc2Cl)c1.[Br-],IC50,'=',69.3,nM,7.16,CHEMBL4146836
CHEMBL4168299,CO[C@H]1O[C@@](C)(c2nccc3cc4c(cc23)OCO4)c2ccc3c(c21)OCO3,IC50,'=',28300.0,nM,4.55,CHEMBL4144749
CHEMBL5185422,O=C(CCN1CCCCC1)Nc1n[nH]c2ncccc12,IC50,'=',658.0,nM,6.18,CHEMBL5158290
CHEMBL3632849,COc1ccc2nc3c(c(NCCCCCCNC(=O)C4(C)CCc5c(C)c(O)c(C)c(C)c5O4)c2c1)CCCC3,IC50,'=',6610.0,nM,5.18,CHEMBL3635777
CHEMBL557155,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCCCNc4c5c(nc6ccccc46)CCCC5)c3C(C1)C2.Cl.Cl,IC50,'=',0.34,nM,9.47,CHEMBL828047
CHEMBL92460,c1ccc(CN2CCC(CCc3noc4ccccc34)CC2)cc1,IC50,'=',210.0,nM,6.68,CHEMBL832763
CHEMBL3926911,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(Cl)cc3)CC1)C2,IC50,'=',2860.0,nM,5.54,CHEMBL3870531
CHEMBL3973337,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(Br)n3)CC1)C2,IC50,'=',1980.0,nM,5.7,CHEMBL3870531
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',424.0,nM,6.37,CHEMBL4135304
CHEMBL2409142,C=C[C@@H]1[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,IC50,'=',489.0,nM,6.31,CHEMBL2412264
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',3.16,nM,8.5,CHEMBL1816232
CHEMBL4446441,c1ccc(CN2CCC(Cn3cc(CSc4nc5ccccc5[nH]4)nn3)CC2)cc1,IC50,'=',7330.0,nM,5.13,CHEMBL4424916
CHEMBL3116278,c1ccc2c(c1)c(OCC1CCCCC1)nn2CC1CCCCC1,IC50,'=',7100.0,nM,5.15,CHEMBL3119244
CHEMBL3335059,COc1cccc(CC2CCN(CCOc3ccc4c(c3)oc(=O)c3ccccc34)CC2)c1,IC50,'=',29300.0,nM,4.53,CHEMBL3383711
CHEMBL4074258,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCCCCCCCN1CCCCC1,IC50,'=',11110.0,nM,4.95,CHEMBL3995304
CHEMBL4554666,Fc1ccc(CN2CCC(CNc3nc(-c4ccc(Cl)cc4)c(-c4ccc(Cl)cc4)s3)CC2)c(Cl)c1,IC50,'=',520.0,nM,6.28,CHEMBL4478126
CHEMBL4549599,COc1ccc(-c2nc(NC(=O)C3CCN(Cc4ccc(F)cc4C(F)(F)F)CC3)sc2-c2ccc(OC)cc2)cc1,IC50,'=',1230.0,nM,5.91,CHEMBL4478126
CHEMBL4063663,COc1cc(/C=C/C(=O)Nc2ccccc2)ccc1OCCCCN1CCCC1,IC50,'=',24350.0,nM,4.61,CHEMBL3995304
CHEMBL2441690,COc1ccc([N+](=O)[O-])c[n+]1C.F[B-](F)(F)F,IC50,'=',7500.0,nM,5.12,CHEMBL2443821
CHEMBL2441676,COc1cc2c(cc1OC)C(=O)C(CCCCCCCc1cccc(OC)[n+]1C)C2.O=S(=O)([O-])C(F)(F)F,IC50,'=',190.0,nM,6.72,CHEMBL2443821
CHEMBL1085630,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CCC)C1C2,IC50,'=',629.0,nM,6.2,CHEMBL1119333
CHEMBL340609,CC(=O)N(CCC1CCN(Cc2ccccc2)CC1)c1ccc(F)cc1,IC50,'=',205.0,nM,6.69,CHEMBL1119333
CHEMBL4159880,COc1ccc(C(=O)CCc2cc[n+](Cc3cccc(Cl)c3)cc2C#N)cc1OC.[Br-],IC50,'=',22.2,nM,7.65,CHEMBL4146836
CHEMBL4168037,COc1ccc2c(c1)CCC(Cc1cc[n+](Cc3ccccc3F)cc1C(C)=O)C2=O.[Br-],IC50,'=',43.0,nM,7.37,CHEMBL4146836
CHEMBL5284235,COc1ccc2c(c1)c(C=O)cn2CCCCCCCCCN(C)Cc1cccc(O)c1,IC50,'=',5190.0,nM,5.29,CHEMBL5240692
CHEMBL5090683,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCOC1O2,IC50,'=',6.0,nM,8.22,CHEMBL5043646
CHEMBL1242981,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCOC2O3)cc1,IC50,'=',27.0,nM,7.57,CHEMBL5043646
CHEMBL4282163,Cl.Cl.Nc1ccc(O)c(CN2CCCC2)c1,IC50,'=',6300.0,nM,5.2,CHEMBL4274217
CHEMBL4283390,CC(C)(C)c1cc(/C=C/C(=O)NCCC2CCN(Cc3ccccc3)CC2)cc(C(C)(C)C)c1O,IC50,'=',2230.0,nM,5.65,CHEMBL4274263
CHEMBL4288282,COc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,IC50,'=',2120.0,nM,5.67,CHEMBL4274263
CHEMBL4284895,Cc1ccc(CN2CCC(CCNC(=O)/C=C/c3cc(C(C)(C)C)c(O)c(C(C)(C)C)c3)CC2)cc1,IC50,'=',2010.0,nM,5.7,CHEMBL4274263
CHEMBL4537240,O=C(/C=C/c1ccc(OCCCCCCN2CCCC2)cc1)c1ccc(OCCCCCCN2CCCC2)cc1O,IC50,'=',780.0,nM,6.11,CHEMBL4314262
CHEMBL4783152,COc1cc(/C=C/C(=O)NCC(=O)Nc2ccccc2Cl)ccc1O,IC50,'=',5720.0,nM,5.24,CHEMBL4769502
CHEMBL4778635,COc1cc(/C=C/C(=O)NCC(=O)Nc2ccc(Cl)cc2)ccc1O,IC50,'=',3430.0,nM,5.46,CHEMBL4769502
CHEMBL4799350,COc1cc(/C=C/C(=O)NCC(=O)Nc2cccc(F)c2)ccc1O,IC50,'=',22120.0,nM,4.66,CHEMBL4769502
CHEMBL4788557,COc1cc(/C=C/C(=O)NCC(=O)Nc2ccccc2)ccc1O,IC50,'=',21940.0,nM,4.66,CHEMBL4769502
CHEMBL4781376,COc1cc(/C=C/C(=O)N2CCN(c3ccc(C)cc3)CC2)ccc1O,IC50,'=',19480.0,nM,4.71,CHEMBL4769502
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',200.0,nM,6.7,CHEMBL829249
CHEMBL1385,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCNC2,IC50,'=',1070.0,nM,5.97,CHEMBL829249
CHEMBL5090504,Cc1c(C)c2ccc(OCC3CCN(Cc4cccc(F)c4)CC3)cc2oc1=O,IC50,'=',460.0,nM,6.34,CHEMBL5049167
CHEMBL5079544,CN(CCCO)Cc1ccc(COc2ccc3c(CO)cc(=O)oc3c2)cc1,IC50,'=',2200.0,nM,5.66,CHEMBL5049167
CHEMBL1257885,CCCCCCNc1c2c(nc3ccc(OC)cc13)CCCC2.Cl,IC50,'=',100.0,nM,7.0,CHEMBL1260200
CHEMBL23838,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,IC50,'=',10.0,nM,8.0,CHEMBL4021123
CHEMBL151387,CN(C)C(=O)Oc1ccc2c(c1)CC(N)CC2,IC50,'=',3240.0,nM,5.49,CHEMBL644228
CHEMBL4762873,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,IC50,'=',720.0,nM,6.14,CHEMBL4685851
CHEMBL4750838,COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(C(=O)NO)cc3)c2n1,IC50,'=',9250.0,nM,5.03,CHEMBL4685851
CHEMBL1202417,CN(C)Cc1ccc(CSCC/N=C/NCCSCc2ccc(CN(C)C)o2)o1.Cl,IC50,'=',3000.0,nM,5.52,CHEMBL641506
CHEMBL197696,CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1,IC50,'=',14.0,nM,7.85,CHEMBL885189
CHEMBL4082785,CCOc1ccc(Cc2nc3cc(C(=O)N(CC)CC)ccc3n2CCCCCCN2CCCCC2)cc1,IC50,'=',19952.62,nM,4.7,CHEMBL4023561
CHEMBL95,Nc1c2c(nc3ccccc13)CCCC2,IC50,'=',190.0,nM,6.72,CHEMBL1787066
CHEMBL659,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,IC50,'=',800.0,nM,6.1,CHEMBL1787067
CHEMBL1782707,CN(C)CC(C)(C)c1cccc(OC(=O)NCCCCN2CCOCC2)c1,IC50,'=',100000.0,nM,4.0,CHEMBL1787067
CHEMBL307721,C=CCN1CC[C@@]2(C)c3cc(OC(=O)NC)ccc3N(C)[C@@H]12,IC50,'=',32.0,nM,7.5,CHEMBL644788
CHEMBL152260,N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,IC50,'=',370.0,nM,6.43,CHEMBL636834
CHEMBL3642045,CC(=O)O[C@@]12CCN(C(C)=O)[C@@H]1N(C(C)=O)c1ccc(OC(=O)NCCCCCCNc3c4c(nc5ccccc35)CCCC4)cc12,IC50,'=',36.81,nM,7.43,CHEMBL3705962
CHEMBL3623548,CC(C)n1cc(C(=O)C(F)(F)F)cn1,IC50,'=',121.0,nM,6.92,CHEMBL3626447
CHEMBL3623555,CC(C)n1cc(C(=O)C(F)F)cn1,IC50,'=',869.0,nM,6.06,CHEMBL3626447
CHEMBL592624,COC(=O)C1=C(C)OP(=O)(OC)CCC1,IC50,'=',12000.0,nM,4.92,CHEMBL3738838
CHEMBL3401159,CO[P@]1(=O)OC[C@@H]2COC(=O)C2=C(C)O1,IC50,'=',35.0,nM,7.46,CHEMBL3738838
CHEMBL603622,CO[P@]1(=O)OC[C@H]2COC(=O)C2=C(C)O1,IC50,'=',40.0,nM,7.4,CHEMBL3738838
CHEMBL3233826,CC1=CC2Cc3nc4cc(Cl)ccc4c(NCCCCCNC(=O)c4cc(O)c5c(c4)C(=O)c4cccc(O)c4C5=O)c3C(C1)C2.Cl,IC50,'=',1.07,nM,8.97,CHEMBL3238626
CHEMBL2297277,CC(C)=CCC/C(C)=C/Cc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)c(O)cc1O,IC50,'=',16210.0,nM,4.79,CHEMBL3071788
CHEMBL75743,CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2,IC50,'=',1490.0,nM,5.83,CHEMBL644099
CHEMBL1202884,Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4ccc5ccccc5c4nn3)CC2)cc1,IC50,'=',190.0,nM,6.72,CHEMBL644839
