"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL322786";"";"None";"236.23";"0";"0.35";"19";"COc1ccc(C2=N[C@@H](C(=O)NO)CO2)cc1";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675318";"Antibacterial activity against Escherichia coli mutant (envA1) was determined";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131914";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"0.25"
"CHEMBL70855";"";"None";"196.14";"0";"-1.03";"1";"CC(N)C(=O)NC(C)P(=O)(O)O";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673721";"Compound was evaluated for its minimum inhibitory concentration (MIC) to control the growth of Escherichia coli strain PCM 2057.";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123266";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"8.0"
"CHEMBL1946524";"";"None";"287.34";"0";"2.54";"5e";"N#CCCc1cccc(C(=O)OCc2csc(N)n2)c1";"MIC";"'='";"6.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1949110";"Antibacterial activity against Escherichia coli ATCC 25922 after 16 to 18 hrs by serial plate dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1944562";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";"";"";"";"6.25"
"CHEMBL1946526";"";"None";"240.31";"0";"2.14";"5g";"Nc1nc(COC(=O)c2cccs2)cs1";"MIC";"'='";"6.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1949110";"Antibacterial activity against Escherichia coli ATCC 25922 after 16 to 18 hrs by serial plate dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1944562";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";"";"";"";"6.25"
"CHEMBL1946880";"";"None";"279.28";"0";"1.99";"5t";"Nc1nc(COC(=O)c2ccccc2[N+](=O)[O-])cs1";"MIC";"'='";"12.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1949110";"Antibacterial activity against Escherichia coli ATCC 25922 after 16 to 18 hrs by serial plate dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1944562";"1";"Scientific Literature";"Eur J Med Chem";"2012";"None";"";"";"";"12.5"
"CHEMBL326226";"";"None";"244.29";"0";"-1.65";"35f";"CN(CC(=O)O)NC(=O)C[C@H](N)C1CC1CN";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675415";"Minimum inhibitory concentration (MIC) against Escherichia coli MG1655 tolC";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146783";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"128.0"
"CHEMBL418485";"";"None";"236.70";"0";"0.31";"5";"CCCC[C@H](N)C(=O)N[C@@H](CCl)C(=O)O";"MIC";"'='";"3.12";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676169";"Compound was tested for antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123250";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"3.12"
"CHEMBL568279";"";"None";"225.70";"0";"2.86";"4g";"Cc1ccc(-n2sc(Cl)cc2=O)cc1";"MIC";"'='";"5.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1052821";"Antibacterial activity against Escherichia coli ATCC 8739 after 18 hrs by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1154609";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"5.0"
"CHEMBL579210";"";"None";"280.32";"0";"1.87";"3i";"O=c1ccsn1-c1ccc(N2CCOCC2)c(F)c1";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1052821";"Antibacterial activity against Escherichia coli ATCC 8739 after 18 hrs by agar dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1154609";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"25.0"
"CHEMBL62236";"";"None";"237.25";"0";"0.34";"nat-5a";"CC1=CC(=O)[C@@]2(O[C@H]2C(=O)CC(C)C)C(=O)N1";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL681534";"Tested in vitro for antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1121393";"1";"Scientific Literature";"J Med Chem";"1980";"None";"";"";"";"50.0"
"CHEMBL148515";"";"None";"186.21";"0";"3.18";"2";"Oc1ccccc1Oc1ccccc1";"MIC";"'='";"3.7";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676793";"Minimum inhibitory concentration against Escherichia coli was determined";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1148389";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"3.7"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"18, SI,Table 1";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1690720";"Antimicrobial activity against Escherichia coli NEB 5-alpha harboring beta-lactamase OXA-58 by Etest";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1687815";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"0.5"
"CHEMBL7992";"";"None";"281.06";"0";"4.40";"4";"FC(F)(F)c1nc(-c2cc(Cl)cc(Cl)c2)c[nH]1";"MIC";"'='";"8.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675497";"Antibacterial activity against Escherichia coli +polymyxin (Ec+)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1132085";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"8.0"
"CHEMBL419404";"";"None";"278.25";"0";"-0.43";"20";"CSCC[C@H](N)C(=O)NO.O=C(O)C(F)(F)F";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676407";"Antimicrobial activity against Escherichia coli JM109 was determined";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131518";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";"";"1.0"
"CHEMBL24430";"";"None";"258.32";"0";"1.81";"25";"CCc1cc(Cc2cnc(N)nc2N)cc(C)c1O";"MIC";"'='";"3.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676372";"Inhibition of growth of Escherichia coli (CN314) measured as MIC compound/MIC Trimethoprim";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124217";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"3.0"
"CHEMBL326226";"";"None";"244.29";"0";"-1.65";"35f";"CN(CC(=O)O)NC(=O)C[C@H](N)C1CC1CN";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL674100";"Minimum inhibitory concentration (MIC) against Escherichia coli ATCC 25922";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146783";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"128.0"
"CHEMBL44469";"";"None";"221.21";"0";"0.09";"5c";"O=C(O)[C@H](CO)N1Cc2ccccc2C1=O";"MIC";"'='";"1620.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL674541";"Minimum inhibitory concentration against Escherichia coli.";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1133243";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"1.62"
"CHEMBL370370";"";"None";"298.35";"0";"4.06";"3a";"N#CC1=C(N)Oc2ccc3ccccc3c2C1c1ccccc1";"MIC";"";"";"";"";"";"resistant";"";"";"";"";"";"0";"CHEMBL856263";"Antibacterial activity against Escherichia coli (ATCC 25922) at concentration 1.0 uM/ml in dimethylformamide, + = resistant";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1141056";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";""
"CHEMBL370370";"";"None";"298.35";"0";"4.06";"3a";"N#CC1=C(N)Oc2ccc3ccccc3c2C1c1ccccc1";"MIC";"";"";"";"";"";"resistant";"";"";"";"";"";"0";"CHEMBL884675";"Antibacterial activity against Escherichia coli (ATCC 25922) at concentration 8.0 uM/ml in dimethylformamide, + = resistant";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1141056";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";""
"CHEMBL172833";"";"None";"230.08";"None";"None";"2b 15";"CS(=O)(=O)N1N=Cc2sccc2B1O";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL859382";"Minimum inhibitory concentration of compound against Escherichia coli delta 120";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122708";"1";"Scientific Literature";"J Med Chem";"1984";"None";"";"";"";"50.0"
"CHEMBL448077";"";"None";"267.25";"0";"-1.98";"AraA";"Nc1ncnc2c1ncn2[C@@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O";"MIC";"'>'";"316000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL987362";"Antimicrobial activity against Escherichia coli ATCC 25922 after 20 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1155163";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"316.0"
"CHEMBL1619";"CLADRIBINE";"4.0";"285.69";"0";"-0.30";"CdA";"Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1";"MIC";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL987362";"Antimicrobial activity against Escherichia coli ATCC 25922 after 20 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1155163";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"100.0"
"CHEMBL171951";"";"None";"286.55";"None";"None";"2a 41";"CCCS(=O)(=O)N1N=Cc2cc(Cl)ccc2B1O";"MIC";"'='";"10.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL859382";"Minimum inhibitory concentration of compound against Escherichia coli delta 120";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122708";"1";"Scientific Literature";"J Med Chem";"1984";"None";"";"";"";"10.0"
"CHEMBL181614";"ONYCHINE";"None";"195.22";"0";"2.60";"1";"Cc1ccnc2c1C(=O)c1ccccc1-2";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL831422";"Minimum inhibitory concentration against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1144320";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"100.0"
"CHEMBL90100";"";"None";"122.17";"0";"1.49";"D";"Cc1ccc(CO)cc1";"MIC";"'>'";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL674713";"Antibacterial activity against Escherichia coli K-12 was determined";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1136156";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"64.0"
"CHEMBL304733";"";"None";"293.36";"0";"0.52";"19";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(C(C)(C)C)O[C@H]12.[K+]";"MIC";"'='";"4.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL677041";"Tested in vitro for the antibacterial activity against Escherichia coli strain N 10";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1129859";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"4.0"
"CHEMBL304733";"";"None";"293.36";"0";"0.52";"19";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(C(C)(C)C)O[C@H]12.[K+]";"MIC";"'='";"4.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL677042";"Tested in vitro for the antibacterial activity against Escherichia coli strain TEM";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1129859";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1997";"None";"";"";"";"4.0"
"CHEMBL64946";"";"None";"229.06";"0";"-0.64";"9";"N[C@@H](CCl)C(=O)N[C@@H](CCl)C(=O)O";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676177";"Compound was tested for antibacterial activity at a concentration of 100 ug/mL against Escherichia coli JSR-O";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123250";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"100.0"
"CHEMBL168850";"";"None";"275.28";"0";"2.65";"11 (isomer)";"Cc1c(F)cc2c(=O)c(C(=O)O)cn3c2c1CC[C@@H]3C";"MIC";"'='";"0.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673561";"In vitro antibacterial activity against Escherichia coli ATCC 15221";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123737";"1";"Scientific Literature";"J Med Chem";"1987";"None";"";"";"";"0.1"
"CHEMBL323112";"";"None";"230.27";"0";"-1.73";"35a";"CN(CC(=O)O)NC(=O)C[C@H](N)/C=C/CN";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675414";"Minimum inhibitory concentration (MIC) against Escherichia coli MG1655";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146783";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"256.0"
"CHEMBL443";"SULFAMETHOXAZOLE";"4.0";"253.28";"0";"1.37";"sulfamethoxazole";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1";"MIC";"'>'";"1024.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1029502";"Antibacterial activity against Escherichia coli isolate HM605 isolated from colonic mucosal biopsies of patient with Crohn's disease after 24 hrs by Etest antibiotic concentration gradient method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1151474";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"1024.0"
"CHEMBL507307";"";"None";"243.31";"0";"2.51";"10";"C1=CC(CCNc2ncnc3[nH]cnc23)CCC1";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1033185";"Antibacterial activity against Escherichia coli 25922 after 18 to 24 hrs by tube dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1136859";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"25.0"
"CHEMBL364597";"";"None";"284.72";"0";"2.74";"3b";"O=C(NO)c1cc(CSc2cccc(Cl)c2)on1";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL830682";"In vitro antibacterial activity against Escherichia coli wild type EC-ATCC-25922";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1138715";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"128.0"
"CHEMBL70088";"RITIPENEM";"2.0";"288.28";"0";"-0.71";"ritipenam";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12";"MIC";"'='";"1.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL682400";"In Vitro antibacterial activity against (Ec SHV) Escherichia coli Beta-lactam producing strain";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1128718";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";"";"1.0"
"CHEMBL1159907";"";"None";"164.23";"0";"-0.43";"2";"CSCC[C@H](N)C(=O)NO";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675311";"Antibacterial activity of compound was determined against Escherichia coli JM109";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131707";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"0.5"
"CHEMBL320806";"";"None";"282.18";"0";"2.40";"16";"Oc1nc2nonc2nc1-c1cccc(C(F)(F)F)c1";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673754";"Minimum inhibitory concentration against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1136219";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"128.0"
"CHEMBL321206";"";"None";"294.31";"0";"1.00";"26";"CCCc1cc(C2=NC(C(=O)NO)CO2)cc(OC)c1O";"MIC";"'='";"0.39";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675318";"Antibacterial activity against Escherichia coli mutant (envA1) was determined";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131914";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";"0.39"
"CHEMBL1241420";"";"None";"199.67";"0";"2.24";"2f";"NNc1nc2ccc(Cl)cc2s1";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1246046";"Antibacterial activity against Escherichia coli MTCC 443 by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1240474";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"100.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IMI";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL962710";"Antibacterial activity against rifampin-resistant Escherichia coli C600 by microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1137638";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2007";"None";"";"";"";"0.25"
"CHEMBL1169931";"";"None";"224.24";"0";"1.69";"3c";"O=C(Nc1ccccc1F)N1CCOCC1";"MIC";"'='";"2.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1175268";"Antibacterial activity against Escherichia coli ATCC 35218 after 24 hrs by MTT assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1177855";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"2.1"
"CHEMBL1170104";"";"None";"285.14";"0";"2.31";"3e";"O=C(Nc1ccc(Br)cc1)N1CCOCC1";"MIC";"'='";"3.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1175268";"Antibacterial activity against Escherichia coli ATCC 35218 after 24 hrs by MTT assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1177855";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"3.1"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"Imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.75";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1266850";"Antimicrobial activity against Escherichia coli isolate J53 harboring p3A containing beta-lactamase OXA-48 located within transposon Tn1999 by Etest method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1255404";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2010";"None";"";"";"";"0.75"
"CHEMBL206690";"";"None";"243.23";"0";"0.32";"1";"CCCC/N=C(\N)NC.O=C(O)C(F)(F)F";"MIC";"'='";"400000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL862595";"Antibacterial activity against Escherichia coli IFO 2545";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1139668";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"400.0"
