"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL510595";"";"None";"218.34";"0";"4.55";"2";"CC(C)=CCC[C@@H](C)c1ccc(O)c(C)c1";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL990264";"Antimicrobial activity against Escherichia coli ATCC 25922 after 18 hrs by microbroth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1155722";"1";"Scientific Literature";"J Nat Prod";"2001";"None";"";"";"";"128.0"
"CHEMBL1098262";"";"None";"225.29";"0";"3.35";"2e";"Cc1ccc2c(c1)CN(c1ccccc1)CO2";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1105571";"Antimicrobial activity against Escherichia coli after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1157043";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"25.0"
"CHEMBL1099280";"";"None";"279.31";"0";"4.34";"4d";"Fc1ccc(N2COc3ccc4ccccc4c3C2)cc1";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1105571";"Antimicrobial activity against Escherichia coli after 24 hrs";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1157043";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"50.0"
"CHEMBL85772";"";"None";"252.73";"0";"2.88";"5c";"Oc1c2c(nn1-c1ccc(Cl)cc1)CCS2";"MIC";"'>'";"128.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676261";"Minimum inhibitory activity against Escherichia coli GC 4559";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1136141";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";"";"128.0"
"CHEMBL365610";"";"None";"280.33";"0";"2.23";"5b";"O=C1C=CC(=O)c2c(O)c3c(c(O)c21)SCCS3";"MIC";"'>'";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL835006";"Minimum inhibitory concentration gainst Escherichia coli by broth microdilution technique";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1144362";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"50.0"
"CHEMBL365781";"";"None";"262.29";"0";"2.16";"7b";"CC(SC1=CC(=O)c2ccccc2C1=O)C(=O)O";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL835006";"Minimum inhibitory concentration gainst Escherichia coli by broth microdilution technique";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1144362";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";"";"50.0"
"CHEMBL69018";"FALCARINDIOL";"None";"260.38";"0";"2.82";"2";"C=C[C@@H](O)C#CC#C[C@@H](O)/C=C\CCCCCCC";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL984926";"Antimicrobial activity against Escherichia coli DC2 by twofold serial microbroth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1158854";"1";"Scientific Literature";"J Nat Prod";"1997";"None";"";"";"";"25.0"
"CHEMBL210081";"";"None";"293.39";"0";"3.58";"22";"N#C/C(=C/c1ccccc1)CNC(=S)Nc1ccccc1";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL862937";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1137433";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"50.0"
"CHEMBL379412";"";"None";"258.11";"0";"2.89";"8";"N=C1CCNC(=O)N1c1ccc(Cl)cc1Cl";"MIC";"'='";"25.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL862937";"Antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1137433";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";"";"";"25.0"
"CHEMBL430091";"TATRIDIN B";"None";"264.32";"0";"1.49";"5";"C=C1C(=O)O[C@H]2CC(=C)[C@@H](O)CC/C(C)=C/[C@@H](O)[C@H]12";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL983107";"Antimicrobial activity against Escherichia coli ATCC 35218 after 36 hrs under aerobic condition by microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146521";"1";"Scientific Literature";"J Nat Prod";"2003";"None";"";"";"";"50.0"
"CHEMBL3392194";"";"None";"295.25";"0";"-2.50";"10b";"CC(=O)OC[C@H]1O[C@@H]([n+]2ccc(C#N)c([O-])n2)[C@H](O)[C@@H]1O";"MIC";"'='";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673757";"Minimum inhibitory concentration against Escherichia coli (EC) in Davis minimal media under Aerobic conditions(in vitro)";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1122535";"1";"Scientific Literature";"J Med Chem";"1984";"None";"";"";"";"100.0"
"CHEMBL486008";"ANODENDROIC ACID METHYL ESTER";"None";"236.27";"0";"1.55";"Anodendroic acid methyl ester";"COC(=O)c1ccc2c(c1)C[C@H](C(C)(C)O)O2";"MIC";"'>'";"5.0";"ug";"";"";"";"UO_0000023";"";"";"";"";"0";"CHEMBL1007789";"Antibacterial activity against Escherichia coli ATCC 25922 by bioautographic assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1149025";"1";"Scientific Literature";"J Nat Prod";"1994";"None";"";"";"";"5.0"
"CHEMBL253257";"ASEBOGENIN";"None";"288.30";"0";"2.63";"2, Asebogenin";"COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1";"MIC";"'>'";"5.0";"ug";"";"";"";"UO_0000023";"";"";"";"";"0";"CHEMBL1007789";"Antibacterial activity against Escherichia coli ATCC 25922 by bioautographic assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1149025";"1";"Scientific Literature";"J Nat Prod";"1994";"None";"";"";"";"5.0"
"CHEMBL2347618";"";"None";"286.36";"0";"2.68";"7i";"c1c[nH]c(-c2nnc(CN3CCc4ccsc4C3)o2)c1";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL2350738";"Antibacterial activity against Escherichia coli NCIM 2256 by agar method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2346584";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";"";"";"";"50.0"
"CHEMBL289277";"EMODIN";"None";"270.24";"0";"1.89";"1";"Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O";"MIC";"'>'";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL2339190";"Antibacterial activity against Escherichia coli ATCC 25922 assessed as growth inhibition by CLSI broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL2331253";"1";"Scientific Literature";"J Med Chem";"2013";"None";"";"";"";"64.0"
"CHEMBL1165106";"";"None";"269.30";"0";"3.06";"15";"Cc1ccc(NC(=O)/C=C/c2ccc(O)c(O)c2)cc1";"MIC";"'='";"50.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1167625";"Antibacterial activity against Escherichia coli ATCC 35218 after 24 hrs by MTT assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1165867";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"50.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"SID120913";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL678554";"Tested for antibacterial activity as minimum inhibitory concentration against Escherichia coli KL-16 in the absence of polymyxin B nonapeptide (PBMN) at 0 ug/mL";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"2.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"SID120913";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"0.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL678555";"Tested for antibacterial activity as minimum inhibitory concentration against Escherichia coli KL-16 in the presence of polymyxin B nonapeptide (PBMN) at 1 ug/mL";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"0.5"
"CHEMBL75267";"7,8-DIHYDROXYFLAVONE";"None";"254.24";"0";"2.87";"5n";"O=c1cc(-c2ccccc2)oc2c(O)c(O)ccc12";"MIC";"'='";"62.5";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL678553";"Tested for antibacterial activity as minimum inhibitory concentration against Escherichia coli KL-16 in the presence of polymyxin B nonapeptide (PBMN) at 1 ug/mL";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1127182";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"62.5"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"IPM";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'='";"0.094";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1278744";"Antimicrobial activity against Escherichia coli J53 by Etest method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275497";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"0.094"
"CHEMBL201261";"";"None";"276.40";"0";"4.02";"T62";"CC1=C(O)C(C)(Cc2c(C)cc(C)cc2C)SC1=O";"MIC";"'>'";"1000000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL858887";"Inhibitory activity against Escherichia coli ANSI";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1148604";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"1000.0"
"CHEMBL201752";"";"None";"248.35";"0";"3.65";"T55";"CC1=C(O)SC(C)(C(C)c2ccccc2)C1=O";"MIC";"'>'";"1000000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL858887";"Inhibitory activity against Escherichia coli ANSI";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1148604";"1";"Scientific Literature";"J Med Chem";"2006";"None";"";"";"";"1000.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"2 (Imipenem)";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'<'";"0.25";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676429";"Compound was evaluated for antibacterial activity against Escherichia coli Neumann compared to imipenem";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1127132";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"0.25"
"CHEMBL392591";"";"None";"258.23";"0";"1.81";"1";"C[C@H](O)c1cc2c(o1)C(=O)c1cccc(O)c1C2=O";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1045102";"Antimicrobial activity against Escherichia coli ATCC 11775 after 24 hrs by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1152539";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL611052";"";"None";"258.23";"0";"1.81";"2";"C[C@H](O)c1cc2c(o1)C(=O)c1c(O)cccc1C2=O";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1045102";"Antimicrobial activity against Escherichia coli ATCC 11775 after 24 hrs by broth dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1152539";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL596259";"";"None";"223.18";"0";"1.67";"4n";"COc1cc(/C=C/[N+](=O)[O-])cc2c1OCO2";"MIC";"'>'";"100.0";"ug";"";"";"";"UO_0000023";"";"";"";"";"0";"CHEMBL1073939";"Antimicrobial activity against Escherichia coli ATCC 25922 assessed clear zone in inhibition per disk by CLSI disk diffusion susceptibility assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1152576";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL596478";"";"None";"206.20";"0";"1.89";"4p";"CC(=O)Nc1ccc(/C=C/[N+](=O)[O-])cc1";"MIC";"'>'";"100.0";"ug";"";"";"";"UO_0000023";"";"";"";"";"0";"CHEMBL1073939";"Antimicrobial activity against Escherichia coli ATCC 25922 assessed clear zone in inhibition per disk by CLSI disk diffusion susceptibility assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1152576";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"100.0"
"CHEMBL307481";"";"None";"165.15";"0";"1.64";"4b";"O=[N+]([O-])/C=C/c1ccc(O)cc1";"MIC";"'>'";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1073949";"Antimicrobial activity against Escherichia coli ATCC 25922 by broth microdilution susceptibility assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1152576";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"64.0"
"CHEMBL388939";"";"None";"179.17";"0";"1.94";"4c";"COc1ccccc1/C=C/[N+](=O)[O-]";"MIC";"'='";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1073949";"Antimicrobial activity against Escherichia coli ATCC 25922 by broth microdilution susceptibility assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1152576";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"64.0"
"CHEMBL594392";"";"None";"209.20";"0";"1.95";"4h";"COc1cc(/C=C/[N+](=O)[O-])cc(OC)c1";"MIC";"'>'";"64.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1073949";"Antimicrobial activity against Escherichia coli ATCC 25922 by broth microdilution susceptibility assay";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1152576";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"None";"";"";"";"64.0"
"CHEMBL5";"NALIDIXIC ACID";"4.0";"232.24";"0";"1.42";"4";"CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21";"MIC";"'='";"3.1";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676843";"Compound was tested for inhibition of the gram-negative organism Escherichia coli vogel";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123422";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"3.1"
"CHEMBL25817";"";"None";"272.35";"0";"2.06";"26";"CCc1cc(Cc2cnc(N)nc2N)cc(CC)c1O";"MIC";"'='";"3.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676372";"Inhibition of growth of Escherichia coli (CN314) measured as MIC compound/MIC Trimethoprim";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124217";"1";"Scientific Literature";"J Med Chem";"1988";"None";"";"";"";"3.0"
"CHEMBL107385";"";"None";"248.26";"0";"-1.44";"35b";"CN(CC(=O)O)NC(=O)C[C@H](N)/C=C(\F)CN";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675414";"Minimum inhibitory concentration (MIC) against Escherichia coli MG1655";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146783";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"256.0"
"CHEMBL68654";"";"None";"223.19";"0";"-0.42";"16";"O=C([O-])C1=C(CO)S[C@@H]2CC(=O)N12.[Na+]";"MIC";"'='";"16.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676861";"Compound was tested in vitro for antimicrobial activity against Escherichia coli NCTC 10418";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1126997";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";"16.0"
"CHEMBL58917";"";"None";"255.32";"0";"1.59";"4a";"Nc1ncc(Cc2ccc3c(c2)CCCN3)c(N)n1";"MIC";"'='";"30.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673737";"Comparative in vitro antibacterial activity with trimethoprim against Escherichia coli CN314";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124638";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"30.0"
"CHEMBL302880";"";"None";"265.70";"0";"-1.35";"18";"C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCl)C(=O)O";"MIC";"'>'";"100.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL676169";"Compound was tested for antibacterial activity against Escherichia coli";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1123250";"1";"Scientific Literature";"J Med Chem";"1986";"None";"";"";"";"100.0"
"CHEMBL69612";"";"None";"282.30";"0";"2.23";"24";"O=C1NC(=S)S/C1=C\C=C\c1ccc([N+](=O)[O-])o1";"MIC";"'='";"2.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL681605";"The compound was evaluated for antimicrobial activity against Escherichia coli OC 4075 by inhibiting enzyme TEM-1";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1132742";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";"";"2.0"
"CHEMBL310086";"";"None";"269.34";"0";"1.75";"7c";"CCCC(=O)OC[C@H](C)[C@H]1CN(C(=O)CCC)C1=O";"MIC";"";"";"ug.mL-1";"";"";"Not Determined";"UO_0000274";"";"";"";"";"0";"CHEMBL673894";"The compound was tested in vitro for its antibacterial activity against Escherichia coli UC9379; not tested";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1150488";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1993";"None";"";"";"";""
"CHEMBL104066";"";"None";"287.35";"0";"-0.97";"35k";"CN(CC(=O)O)NC(=O)C[C@H](N)Cc1csc(N)n1";"MIC";"'>'";"256.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL675416";"Minimum inhibitory concentration (MIC) against Escherichia coli MG1655; Inactive";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1146783";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"256.0"
"CHEMBL869";"NITROFURAZONE";"4.0";"198.14";"0";"0.19";"Furacin";"NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1";"MIC";"'='";"6.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1110323";"Antibacterial activity against Escherichia coli after 16 to 18 hrs by serial dilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1154808";"1";"Scientific Literature";"Eur J Med Chem";"2010";"None";"";"";"";"6.0"
"CHEMBL293325";"";"None";"281.32";"0";"1.79";"5b";"COc1cc(Cc2cnc(N)nc2N)cc2cccnc12";"MIC";"'='";"3.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673737";"Comparative in vitro antibacterial activity with trimethoprim against Escherichia coli CN314";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1124638";"1";"Scientific Literature";"J Med Chem";"1989";"None";"";"";"";"3.0"
"CHEMBL108565";"";"None";"207.19";"0";"-0.27";"11";"O=C(NO)C1COC(c2cccnc2)=N1";"MIC";"";"";"ug.mL-1";"";"";"Not Determined";"UO_0000274";"";"";"";"";"0";"CHEMBL857088";"Antibacterial activity against Escherichia coli was determined; NA= not available";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1131914";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";"";""
"CHEMBL135799";"";"None";"138.19";"0";"0.36";"3n";"OCCC[n+]1ccccc1";"MIC";"'>'";"2000.0";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL673729";"Minimum concentration required to inhibit Escherichia coli ATCC 25922";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1145092";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";"";"2000.0"
"CHEMBL148";"IMIPENEM ANHYDROUS";"4.0";"299.35";"0";"-0.18";"Imipenem";"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12";"MIC";"'<='";"0.015";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL1282539";"Antimicrobial activity against Non-ESBL Escherichia coli by broth microdilution method";"F";"BAO_0000218";"organism-based format";"Escherichia coli";"None";"None";"None";"None";"";"";"";"CHEMBL354";"Escherichia coli";"Escherichia coli";"ORGANISM";"CHEMBL1275550";"1";"Scientific Literature";"Antimicrob Agents Chemother";"2008";"None";"";"";"";"0.015"
